459175,1,1,73,1,0,1,1,2,6,2
459181,0,1,62,0,0,1,2,3,6,0
459182,1,1,46,1,0,1,1,2,6,0
459184,0,1,43,1,3,0,0,4,4,0
459185,1,0,32,1,3,7,0,1,6,3
459193,0,0,39,1,0,0,0,1,6,2
459194,1,1,89,1,7,0,2,2,6,0
459196,1,0,18,0,5,0,0,3,4,1
459208,1,1,57,1,0,0,2,2,3,1
459209,1,0,18,0,3,0,0,4,6,3
459210,1,1,71,1,0,1,2,2,6,2
459212,1,1,69,1,0,0,1,2,6,2
459213,1,0,42,1,5,0,0,4,6,3
459216,1,0,36,1,0,0,0,2,6,1
459220,1,1,80,1,7,1,2,2,6,3
459222,1,1,67,1,0,0,1,3,6,0
459223,1,1,47,1,1,1,1,4,6,2
459224,1,1,49,1,0,0,1,2,6,3
459227,1,1,32,0,2,9,0,4,6,0
459229,1,1,65,1,7,1,1,4,6,3
459236,1,1,78,0,7,0,2,2,6,3
459237,0,0,33,1,0,1,0,6,6,3
459244,0,1,48,1,0,1,0,1,6,3
459247,0,1,58,1,4,1,1,5,6,0
459263,1,0,30,0,5,9,0,4,6,0
459264,1,0,35,1,0,0,0,2,6,3
459266,0,0,32,1,5,6,0,5,6,3
459270,0,1,69,1,6,1,2,2,6,1
459284,1,1,71,1,7,1,2,2,6,2
459287,0,0,43,1,7,0,0,1,4,2
459288,0,1,37,1,0,0,0,2,6,0
459289,0,0,42,1,1,0,0,1,6,1
459290,1,1,70,1,1,1,1,2,6,2
459292,0,0,46,1,0,0,0,2,6,1
459296,0,1,70,1,0,0,1,2,6,1
459307,0,1,60,1,3,1,0,1,6,2
459310,0,0,37,1,3,0,0,2,2,1
459316,0,1,30,1,5,1,0,2,6,0
459318,1,0,32,1,2,1,0,3,6,3
459320,0,1,26,1,4,0,0,3,6,3
459322,0,0,42,1,8,0,0,1,6,0
459339,0,1,29,1,5,8,2,2,6,2
459344,1,1,88,1,0,1,2,2,6,3
459347,0,1,70,1,7,1,0,1,6,0
459349,1,1,50,1,0,1,2,4,6,1
459352,0,1,43,1,1,4,1,4,3,1
459353,0,1,51,1,0,6,1,2,6,1
459362,0,1,60,0,4,0,0,2,6,3
459363,0,0,46,1,0,2,0,1,6,2
459364,1,1,81,1,8,0,0,2,6,1
459375,0,1,22,0,4,0,2,4,6,0
459377,0,1,37,1,0,0,1,3,6,3
459383,0,1,43,0,2,0,0,1,6,3
459384,0,1,50,1,0,1,1,3,6,3
459385,1,1,35,1,0,1,1,2,7,0
459386,0,1,65,0,7,1,2,2,6,2
459391,1,0,41,1,2,0,0,4,6,1
459394,0,0,28,0,3,8,0,2,6,3
459397,0,1,55,1,0,4,1,2,6,0
459405,1,1,78,0,1,1,2,2,6,1
459407,1,0,35,1,1,1,0,3,6,0
459409,1,1,76,1,7,0,2,2,6,1
459410,1,1,88,1,7,1,2,2,6,0
459415,0,0,30,0,1,0,0,4,6,0
459418,0,1,69,0,4,0,2,2,6,2
459419,0,1,65,1,1,1,1,2,6,1
459420,1,1,70,1,7,1,0,2,6,2
459421,0,1,32,0,5,0,1,4,6,3
459423,0,0,21,0,5,8,0,5,6,0
459428,1,0,39,0,8,0,0,2,4,3
459432,0,1,85,1,7,0,0,3,6,2
459436,1,0,66,1,0,0,0,2,6,0
459439,1,1,50,1,0,1,1,2,6,0
459445,1,1,42,1,0,0,1,3,6,1
459447,0,1,53,1,0,9,0,1,6,2
459451,1,1,45,1,0,1,0,2,6,3
459459,0,1,40,1,0,4,0,1,6,0
459461,1,1,35,1,0,1,0,1,1,1
459466,1,1,48,1,0,0,1,3,4,0
459467,1,1,56,1,0,0,1,2,6,1
459480,1,1,46,1,3,7,0,3,6,2
459481,0,1,49,0,7,0,0,2,6,2
459482,0,1,72,0,8,1,0,4,6,2
459497,1,1,77,1,7,0,0,1,6,1
459503,0,1,42,1,5,6,2,4,6,3
459509,0,0,26,1,5,1,0,1,6,1
459512,0,1,67,1,7,1,2,2,6,0
459515,0,1,55,1,2,1,0,1,6,3
459535,0,1,46,1,0,8,1,2,6,2
459536,0,1,32,1,5,7,0,2,6,3
459538,1,0,49,1,6,13,0,1,6,1
459541,0,1,59,1,0,1,2,2,6,2
459549,0,0,22,0,5,8,0,5,4,3
459555,1,0,28,1,0,8,0,1,6,1
459558,0,0,28,1,3,1,0,3,6,0
459564,0,1,75,1,7,2,0,1,6,3
459566,1,1,37,1,0,13,0,2,6,0
459567,0,1,50,1,1,0,1,2,6,1
459571,1,1,50,1,4,1,2,4,6,2
459579,1,1,35,1,0,3,1,5,4,0
459583,0,1,46,1,0,0,0,1,6,2
459585,1,1,50,1,0,1,1,4,6,2
459587,1,0,33,1,0,7,0,3,6,0
459588,0,1,49,1,0,0,0,1,6,0
459591,0,1,52,1,0,1,1,3,6,2
459592,0,0,25,0,5,0,0,3,6,3
459594,1,1,41,1,0,6,0,1,6,3
459597,1,1,68,1,0,0,2,2,6,3
459603,1,1,79,0,7,2,2,2,6,0
459607,0,1,40,1,3,5,1,5,6,0
459617,0,0,28,1,3,1,0,5,6,2
459618,0,1,57,1,1,0,1,2,4,1
459625,1,1,63,0,2,8,0,1,6,1
459626,1,1,26,0,3,1,0,3,6,3
459632,1,1,50,0,8,0,2,3,4,2
459644,1,0,30,0,8,9,0,4,2,3
459658,0,1,61,1,0,1,1,3,6,2
459664,0,0,42,1,0,3,0,1,6,0
459665,0,1,88,1,0,4,0,2,6,0
459672,0,1,45,0,0,3,1,3,6,0
459673,1,1,86,1,7,1,0,1,6,2
459678,0,0,18,0,5,1,0,5,6,0
459686,0,1,46,1,0,1,0,1,6,0
459692,1,1,72,1,7,8,2,2,6,0
459701,0,0,46,0,0,3,0,3,5,3
459711,0,1,42,0,4,9,2,6,6,3
459715,0,0,19,0,5,4,0,4,6,3
459718,0,1,68,1,4,1,0,1,6,1
459725,1,1,40,1,0,0,0,2,6,0
459740,1,0,23,0,5,1,0,3,6,3
459742,1,1,84,0,7,1,2,2,6,3
459745,0,1,51,0,0,0,0,4,1,2
459747,1,1,41,1,0,1,1,5,6,2
459748,0,1,51,0,4,1,2,2,6,1
459756,1,1,62,0,7,1,2,4,4,2
459760,1,1,38,1,0,8,0,1,6,0
459767,0,0,22,0,5,3,0,4,6,3
459779,1,1,62,1,3,1,0,1,6,1
459780,1,0,43,0,3,1,0,3,6,0
459795,0,0,48,1,0,1,0,1,6,1
459801,1,0,31,1,2,4,0,2,6,1
459804,0,1,46,0,0,4,2,4,6,2
459806,1,1,49,0,2,1,1,4,6,0
459815,0,0,42,1,0,8,0,1,6,0
459822,1,0,39,1,2,1,0,1,4,3
459825,0,0,20,0,5,0,0,5,2,3
459832,0,1,72,1,4,1,0,1,6,3
459845,0,1,70,1,5,0,0,1,4,1
459851,0,0,45,1,0,2,0,1,6,2
459853,0,0,33,0,4,7,0,5,6,3
459856,0,1,50,0,3,0,1,3,6,2
459857,0,0,31,1,3,6,0,1,6,0
459861,1,1,74,0,7,1,2,2,6,1
459867,0,1,49,1,8,0,2,2,6,2
459869,1,0,18,0,5,1,0,3,6,0
459871,1,1,85,0,3,2,1,2,6,2
459886,0,1,28,0,0,0,0,4,6,0
459889,0,1,59,1,6,9,1,3,6,1
459897,1,1,56,1,0,0,0,2,6,1
459909,0,1,69,1,0,0,0,1,6,2
459910,0,1,66,1,0,0,0,2,6,2
459911,0,0,18,0,5,4,0,6,2,3
459914,0,0,36,1,0,4,0,1,4,0
459923,0,0,31,1,8,1,0,2,3,1
459925,0,1,67,0,4,1,2,2,4,3
459937,1,0,39,1,0,7,0,1,6,3
459943,0,0,42,1,3,4,0,3,6,2
459945,0,1,50,1,0,0,0,2,6,0
459946,1,1,37,1,0,0,1,2,6,3
459949,1,0,59,1,0,0,0,1,6,2
459953,0,1,50,1,0,8,0,2,6,3
459961,0,1,48,1,0,8,0,3,2,1
459962,0,1,55,1,0,9,0,1,6,1
459966,1,0,33,1,1,1,0,3,6,0
459968,0,0,38,1,0,13,0,1,7,0
459970,0,0,43,1,0,0,0,2,6,0
459973,1,0,53,1,0,0,0,2,6,0
459974,0,0,37,1,3,0,0,1,6,1
459975,1,0,36,1,0,5,0,1,6,0
459981,0,0,36,1,0,5,0,1,6,0
459986,0,1,62,1,0,1,0,1,6,3
459995,1,0,38,0,0,2,0,2,6,1
459996,0,0,55,1,3,1,0,1,6,1
459998,0,1,60,0,3,1,1,2,6,2
460004,1,1,36,1,3,7,1,2,5,0
460006,0,0,30,0,3,5,0,9,3,3
460014,1,0,66,0,3,4,0,3,6,0
460023,0,1,45,1,3,1,0,1,6,3
460040,1,1,62,1,6,4,0,1,5,0
460045,0,1,61,1,0,1,0,2,6,2
460046,1,1,50,1,0,4,0,2,6,3
460050,0,1,53,1,3,3,0,2,6,0
460051,0,0,39,1,0,7,0,1,6,0
460052,1,0,86,1,7,0,0,1,3,3
460058,0,1,50,1,0,1,0,1,4,1
460061,0,0,52,1,8,0,0,1,3,1
460066,1,0,45,0,8,0,0,1,6,1
460068,1,0,37,1,0,9,0,1,6,0
460073,1,1,36,1,2,3,0,1,6,1
460079,1,0,40,0,1,1,0,1,6,1
460081,0,1,41,1,0,11,2,2,6,0
460090,0,1,80,0,7,4,1,2,6,1
460093,1,0,46,1,0,3,0,1,3,0
460095,1,1,81,1,7,1,0,1,6,3
460101,1,0,26,1,5,8,0,3,3,3
460103,0,0,26,1,0,1,0,1,4,3
460105,1,0,47,1,0,0,0,1,4,0
460107,0,1,48,1,2,1,1,5,6,2
460108,0,1,39,1,0,1,1,3,2,1
460109,0,1,50,1,0,8,1,2,6,1
460112,0,1,26,1,2,8,1,2,3,3
460118,1,1,36,1,0,4,0,2,6,3
460119,0,0,29,1,5,1,0,4,6,3
460122,1,0,39,0,0,1,0,1,6,0
460124,1,0,41,1,0,0,0,3,6,1
460134,0,1,40,1,3,9,2,3,6,2
460135,1,0,25,1,5,4,0,3,6,0
460140,1,1,41,1,0,7,0,2,6,0
460141,0,0,37,1,0,11,0,1,6,0
460146,1,1,51,1,2,0,1,3,3,0
460147,0,1,73,1,3,1,1,3,6,3
460160,0,0,39,1,3,5,0,1,3,0
460162,1,0,19,0,5,0,0,4,2,3
460166,1,0,19,0,5,0,0,7,2,0
460167,1,0,23,0,3,1,0,5,2,3
460168,0,1,83,1,4,0,2,2,2,0
460171,1,1,62,1,0,1,2,2,6,2
460174,1,0,43,1,0,9,0,4,6,2
460175,1,0,27,0,0,0,0,5,2,0
460177,0,0,50,1,0,0,0,1,6,1
460179,1,0,23,0,3,0,0,6,2,3
460183,0,0,35,0,3,9,0,2,6,3
460185,0,0,32,0,5,9,0,3,6,3
460187,1,0,42,1,1,2,0,3,6,2
460189,0,0,33,0,3,13,0,1,6,0
460190,1,0,28,1,3,9,0,3,6,3
460196,1,0,35,1,5,9,0,2,6,3
460206,1,1,39,1,3,0,0,2,6,0
460212,0,1,35,1,3,11,0,6,6,0
460214,1,1,45,1,2,0,1,2,6,2
460223,0,0,52,0,3,1,0,1,6,0
460227,0,0,28,0,5,0,0,3,6,0
460242,0,1,38,1,5,9,0,3,6,0
460243,1,0,42,1,3,8,0,1,6,2
460248,1,0,27,1,5,7,0,2,6,1
460252,0,1,41,1,0,0,0,2,6,1
460263,0,1,41,1,0,1,0,2,6,1
460265,0,1,47,1,4,0,2,4,6,3
460270,0,0,35,1,1,8,0,1,6,0
460272,1,0,88,1,7,0,0,1,6,1
460275,1,0,46,1,0,6,0,1,6,1
460276,1,1,41,1,0,3,0,2,6,0
460281,1,0,30,1,1,10,0,5,6,1
460283,0,1,43,1,1,12,0,2,6,0
460284,1,0,29,1,3,9,0,2,6,0
460287,0,1,48,1,0,1,0,1,6,1
460289,1,1,61,1,0,4,1,6,4,1
460298,1,0,51,1,7,2,0,1,6,1
460306,1,0,43,1,5,9,0,1,6,3
460310,0,0,27,0,5,14,0,4,6,0
460315,1,0,35,0,1,14,0,6,7,0
460319,1,1,39,0,1,4,1,2,7,1
460323,1,0,38,1,2,10,0,1,6,1
460324,1,0,30,1,3,12,0,2,6,3
460327,1,0,43,1,0,10,0,1,6,3
460333,1,0,42,0,3,10,0,4,6,3
460336,1,0,46,1,0,2,0,1,7,1
460340,1,0,47,1,0,11,0,2,6,1
460341,1,0,32,0,3,13,0,5,7,1
460344,1,1,53,1,0,11,1,2,6,3
460348,1,0,39,1,0,0,0,2,6,0
460354,1,0,37,1,0,3,0,1,3,1
460356,0,0,19,0,5,0,0,4,6,3
460358,0,0,30,0,8,1,0,1,3,3
460361,1,1,49,1,0,0,0,1,4,0
460362,0,1,55,1,5,0,0,3,4,1
460365,1,1,59,1,1,1,0,2,4,2
460370,1,1,27,1,4,9,2,2,6,1
460371,1,0,25,1,0,1,0,2,6,1
460378,1,0,37,1,1,1,0,1,6,1
460379,0,0,38,1,0,9,0,3,6,0
460380,0,0,29,1,3,9,0,3,6,3
460381,0,0,28,1,0,11,0,2,6,0
460384,1,1,27,1,8,8,0,2,6,3
460387,1,0,42,0,3,3,0,2,6,3
460388,1,0,43,1,0,14,0,2,6,1
460389,1,1,40,1,5,8,1,2,6,0
460390,0,0,41,1,0,9,0,3,6,1
460392,0,1,46,0,3,8,0,1,1,1
460394,1,0,32,1,5,9,0,3,6,3
460397,1,0,56,1,3,1,0,1,6,2
460399,0,0,28,1,8,12,0,1,6,0
460401,1,0,25,1,0,0,0,3,7,0
460404,0,1,42,1,0,6,0,7,6,2
460405,1,0,41,1,3,5,0,2,6,2
460406,0,1,36,1,5,3,0,2,6,2
460408,1,0,42,1,0,2,0,1,6,0
460409,1,0,42,1,0,8,0,4,6,2
460415,1,0,55,1,3,1,0,2,6,1
460431,1,0,47,1,2,1,0,1,6,0
460437,1,0,26,1,0,8,0,1,6,3
460440,1,0,28,0,0,5,0,2,6,1
460443,1,0,37,1,1,0,0,1,6,3
460449,0,0,25,0,8,2,0,1,3,3
460450,0,1,50,1,4,1,2,4,4,2
460453,1,0,42,1,1,5,0,1,6,1
460459,1,0,30,0,2,1,0,5,3,3
460460,0,1,26,0,3,2,0,4,3,0
460477,0,0,30,0,3,1,0,6,3,0
460484,1,0,20,0,5,4,0,7,3,3
460485,1,0,19,0,8,8,0,5,3,3
460489,0,0,19,0,5,9,0,6,3,3
460495,0,0,20,0,5,0,0,6,3,3
460505,1,0,26,1,2,1,0,3,3,3
460507,0,0,31,0,1,0,0,4,3,0
460508,0,1,31,1,5,2,2,3,3,0
460518,1,1,41,1,2,9,1,3,3,0
460541,1,1,42,1,6,0,1,3,3,3
460545,0,1,78,0,7,1,2,3,3,1
460546,1,1,65,1,7,1,0,2,3,3
460549,0,0,36,1,0,8,0,2,3,2
460550,1,1,55,1,0,0,1,4,3,2
460551,0,1,52,1,2,0,1,2,3,1
460555,0,1,52,1,6,7,1,3,3,3
460561,1,0,37,0,2,7,0,1,3,2
460563,1,0,40,0,5,1,0,2,1,0
460571,0,0,25,0,1,0,0,3,3,1
460572,1,0,33,1,2,1,0,4,3,0
460574,0,0,26,1,0,1,0,1,3,2
460582,1,0,28,0,3,0,0,1,3,3
460583,0,0,18,0,8,0,0,6,3,1
460585,0,0,52,0,3,0,0,3,3,0
460586,0,0,26,1,5,0,0,2,3,3
460588,0,0,18,0,5,0,0,4,3,3
460597,1,0,20,0,8,1,0,2,3,3
460598,1,1,36,1,1,0,1,3,3,1
460605,0,1,27,1,1,8,1,2,4,0
460612,0,0,27,1,3,8,0,4,3,3
460621,0,1,80,1,7,1,0,2,3,3
460622,1,1,71,1,7,7,2,3,3,2
460626,0,1,47,0,1,8,2,4,6,3
460638,1,0,26,1,0,0,0,4,3,3
460645,1,0,37,0,1,1,0,2,3,1
460653,1,0,28,0,6,8,0,1,4,1
460656,1,1,29,1,0,9,0,3,6,0
460658,1,1,37,1,8,7,1,3,6,3
460661,1,0,33,0,6,8,0,1,6,3
460678,1,0,32,0,1,6,0,2,3,0
460687,1,1,48,1,6,9,1,2,3,2
460691,1,0,27,0,6,8,0,1,3,1
460702,1,0,49,1,0,1,0,1,6,0
460703,1,1,33,1,2,8,1,5,4,0
460706,1,0,33,0,2,7,0,6,4,2
460708,0,1,39,1,0,0,0,3,6,0
460716,0,1,50,1,3,0,1,4,6,1
460720,1,1,46,1,0,0,1,2,6,1
460722,0,1,31,0,3,0,1,3,3,0
460726,0,1,57,1,0,3,1,2,6,1
460727,0,1,73,0,4,1,2,4,3,1
460729,0,1,36,1,3,9,0,4,6,0
460733,0,0,53,1,8,2,0,4,6,2
460740,0,1,35,1,0,2,1,3,6,2
460743,0,1,62,1,0,0,1,3,6,2
460746,0,0,23,0,8,0,0,3,6,0
460763,0,0,51,1,0,1,0,2,6,2
460769,1,1,83,0,7,1,2,2,6,0
460780,1,0,26,1,5,0,0,2,3,1
460783,0,1,86,1,7,1,0,1,6,2
460785,0,0,26,1,5,0,0,4,7,3
460789,0,1,42,1,4,0,0,3,6,3
460794,1,1,41,1,6,9,0,1,6,0
460796,0,1,67,0,7,0,0,3,6,1
460802,0,1,68,1,7,1,2,2,6,0
460811,1,1,45,0,2,0,2,2,6,0
460813,1,1,86,0,7,0,2,2,6,0
460815,0,1,62,1,0,0,2,2,3,0
460822,0,1,42,1,0,1,0,2,6,0
460825,0,0,26,1,1,0,0,3,4,2
460828,0,0,48,0,3,1,0,1,6,2
460830,0,1,40,0,3,3,1,5,2,1
460831,0,0,20,0,5,0,0,4,6,2
460837,1,0,25,1,0,1,0,1,5,3
460840,0,1,77,1,7,1,0,1,6,3
460846,1,0,22,0,8,0,0,4,6,3
460847,0,0,26,1,0,1,0,3,6,0
460851,0,1,71,0,1,0,1,3,6,3
460857,0,0,29,0,3,1,0,1,4,3
460860,0,1,52,1,0,6,1,4,6,2
460861,0,0,20,0,5,1,0,3,3,0
460866,0,0,26,1,1,0,0,9,4,1
460872,1,1,39,1,0,0,0,2,4,1
460877,1,1,53,0,0,1,1,5,6,1
460878,0,1,49,0,3,0,1,4,6,3
460882,0,0,21,0,5,0,0,2,3,3
460888,0,1,39,0,6,8,0,1,6,1
460891,1,1,38,0,0,2,1,4,3,1
460897,0,0,22,0,5,4,0,4,6,1
460898,0,1,52,0,0,2,1,4,6,3
460901,0,0,20,0,1,8,0,3,6,0
460902,0,0,41,1,4,1,0,3,6,3
460905,0,0,30,1,0,1,0,1,3,0
460906,1,1,89,1,7,1,2,3,6,3
460907,0,1,83,0,7,1,2,3,6,0
460923,0,1,53,1,0,0,1,3,6,0
460924,0,0,31,0,1,1,0,5,2,3
460928,0,1,48,1,0,1,1,4,6,2
460934,1,0,29,0,1,0,0,2,6,0
460935,0,1,87,1,7,0,0,1,6,3
460945,0,0,19,0,2,4,0,7,6,0
460953,0,1,60,0,3,1,0,2,6,1
460961,0,0,23,0,5,1,0,2,3,3
460962,0,1,61,1,4,9,2,4,6,3
460963,1,0,27,1,0,1,0,3,6,0
460968,0,1,32,0,1,14,1,2,3,3
460976,0,0,19,0,5,1,0,4,6,3
460977,0,1,42,1,4,0,2,3,4,2
460979,0,1,76,0,7,1,0,1,6,3
460981,1,1,41,0,8,1,1,2,6,3
460984,0,1,38,1,3,0,1,4,6,3
460988,0,1,43,1,3,0,1,3,4,1
460989,0,0,19,0,5,1,0,3,1,3
460991,1,0,28,1,5,1,0,3,7,1
460993,0,1,56,1,0,0,1,4,6,2
460999,0,0,28,1,2,0,0,3,3,2
461000,0,1,60,0,8,1,2,2,3,0
461015,0,1,35,1,3,1,1,2,3,3
461016,0,0,25,0,5,5,0,5,3,0
461022,0,1,71,1,0,1,0,1,3,3
461024,0,1,74,1,7,1,0,1,6,1
461028,1,0,20,0,5,5,0,4,4,3
461029,0,1,43,0,3,9,0,2,4,1
461034,1,0,20,0,8,3,0,6,3,3
461038,1,1,46,1,2,0,2,5,3,2
461041,1,1,65,0,7,1,2,7,3,0
461043,0,1,50,0,5,1,0,7,4,1
461044,0,0,18,0,5,0,0,5,4,3
461049,1,1,61,1,1,1,0,7,7,0
461059,1,1,52,0,7,1,2,2,6,1
461060,0,1,56,1,4,0,2,5,6,2
461071,0,1,42,0,2,1,1,5,3,0
461078,1,0,33,0,6,0,0,6,3,3
461082,0,0,19,0,5,8,0,4,1,0
461085,1,0,27,0,2,1,0,1,3,3
461093,1,1,38,1,0,1,1,4,3,2
461099,1,0,38,0,0,1,0,4,3,3
461111,1,1,43,1,1,8,0,1,6,1
461114,0,1,53,1,0,1,1,4,3,0
461116,0,1,33,0,4,4,2,4,3,1
461119,1,0,22,0,5,6,0,3,3,2
461121,0,0,33,0,1,0,0,4,3,1
461124,0,0,21,0,5,1,0,8,4,3
461127,0,0,20,0,5,1,0,5,4,3
461128,0,0,19,0,5,7,0,3,6,2
461129,1,1,58,1,3,1,1,4,6,2
461145,1,1,36,1,3,1,0,2,3,0
461154,0,0,23,0,6,1,0,4,3,0
461162,1,0,37,0,8,8,0,3,3,0
461163,1,1,58,0,3,9,0,4,3,2
461168,1,1,26,0,2,7,1,2,3,1
461169,0,0,39,1,3,9,0,2,3,1
461177,0,1,41,0,4,8,1,4,1,0
461178,0,1,26,0,3,0,0,3,3,3
461179,1,1,25,0,2,3,0,3,3,3
461183,0,0,36,0,4,0,0,5,3,0
461187,0,0,29,0,5,9,0,4,3,0
461197,0,0,26,0,8,1,0,1,3,0
461211,1,0,46,1,3,0,0,1,6,2
461214,0,0,29,0,5,0,0,4,6,3
461215,1,0,36,1,0,10,0,1,6,1
461218,0,1,27,0,4,1,0,6,6,3
461220,1,0,29,0,4,8,0,3,6,2
461221,1,0,25,0,8,1,0,4,6,1
461225,1,0,30,0,8,10,0,6,6,0
461236,1,0,28,1,5,9,0,1,6,0
461237,0,0,33,1,1,1,0,5,2,0
461241,0,1,31,1,5,7,0,2,6,0
461242,0,1,45,1,5,0,0,2,6,0
461243,0,1,47,1,8,0,0,5,6,0
461248,1,0,39,0,5,0,0,1,6,1
461252,1,1,53,1,1,0,0,1,3,3
461256,0,0,27,0,1,1,0,4,4,1
461257,0,1,37,1,2,1,1,2,4,3
461258,1,1,62,1,0,1,1,3,4,1
461262,1,0,29,0,2,0,0,7,4,2
461263,1,1,51,1,0,0,0,1,4,1
461265,0,0,30,0,8,1,0,6,4,1
461269,0,0,18,0,3,0,0,4,4,1
461276,0,1,68,1,8,0,0,2,7,1
461277,0,1,84,1,7,5,0,1,6,3
461281,0,0,22,0,5,2,0,9,2,3
461286,1,0,22,0,1,2,0,4,6,3
461289,0,0,21,0,5,1,0,3,6,3
461297,0,1,73,0,7,0,2,2,6,1
461299,1,1,75,1,7,0,2,2,6,2
461303,1,0,20,0,1,6,0,4,2,0
461308,0,0,22,0,5,1,0,2,6,3
461309,1,0,22,0,5,0,0,4,6,3
461314,0,1,46,1,0,1,1,3,6,3
461319,0,1,58,0,0,0,1,2,6,1
461320,1,0,41,1,0,1,0,3,6,1
461322,0,1,42,1,0,0,1,2,6,0
461323,1,1,43,1,5,6,1,2,6,1
461324,1,0,49,1,0,3,0,1,6,3
461326,1,0,40,1,0,0,0,1,6,0
461335,0,1,53,0,4,8,2,2,6,3
461340,0,1,36,1,0,4,1,2,7,1
461346,0,1,50,1,0,8,0,2,6,3
461348,0,1,42,1,5,1,0,1,6,3
461350,0,0,30,0,5,0,0,4,2,3
461352,0,0,29,0,5,2,0,5,2,3
461356,0,0,28,1,3,1,0,2,6,1
461357,0,0,27,1,5,1,0,4,6,3
461363,0,0,49,1,0,0,0,1,6,0
461366,0,0,32,1,5,1,0,1,6,3
461370,0,0,25,1,1,1,0,3,6,0
461378,1,0,42,1,0,8,0,1,6,1
461383,0,1,71,1,0,0,2,2,6,0
461397,0,0,22,0,5,1,0,4,6,3
461402,1,0,29,1,3,1,0,5,6,0
461408,0,1,47,1,8,0,0,3,6,0
461423,0,0,32,1,0,1,0,3,4,3
461426,0,1,47,1,0,7,1,2,6,0
461428,0,0,46,1,0,0,0,1,6,1
461432,1,1,41,1,0,1,1,2,6,3
461437,0,1,37,1,3,0,1,2,6,1
461439,0,1,40,1,0,0,1,2,6,0
461441,0,1,60,1,0,0,1,4,6,0
461442,0,1,46,1,0,0,1,6,2,3
461454,1,1,36,1,0,6,2,4,7,1
461456,1,0,38,0,8,0,0,1,6,1
461457,1,1,32,0,1,0,0,5,6,0
461458,1,0,41,1,0,5,0,1,6,3
461462,0,1,56,1,8,0,0,3,6,0
461465,0,1,31,1,0,8,1,2,6,3
461466,0,1,45,0,0,0,0,2,7,0
461469,0,1,37,1,0,0,0,2,6,0
461476,0,1,47,1,0,1,1,4,2,3
461479,1,1,52,1,0,1,1,3,6,2
461480,1,1,57,1,0,1,2,3,6,0
461482,1,0,50,1,0,9,0,1,6,0
461494,0,1,27,0,2,0,1,2,6,3
461501,1,1,45,1,2,1,2,3,6,1
461503,1,0,30,1,0,8,0,2,6,3
461510,0,1,45,1,0,0,0,2,6,1
461514,0,0,30,0,5,1,0,4,6,2
461516,0,1,31,1,3,1,1,3,6,0
461518,1,1,45,1,0,1,1,4,3,2
461521,0,1,67,1,0,0,2,2,6,1
461522,0,1,76,0,4,1,2,2,6,0
461525,0,1,69,1,3,0,0,2,6,3
461526,0,1,83,0,3,0,0,2,6,0
461530,0,1,38,1,2,0,0,2,6,3
461534,0,1,36,1,0,0,0,1,6,0
461546,1,1,69,0,7,0,0,3,6,2
461548,1,0,33,1,2,0,0,3,6,0
461553,0,0,38,1,0,1,0,3,7,2
461556,1,1,48,1,2,1,1,2,6,1
461558,0,1,51,1,2,2,1,2,6,2
461564,0,1,56,1,4,1,2,2,6,0
